Target Distance: 50, Step Size: 2
243: x, y: 0.310078, 0

244: x, y: -1.55708, 0

245: x, y: -3.04337, 0

246: x, y: -3.00847, 0

247: x, y: -3.55974, 0

248: x, y: -4.79106, 0

249: x, y: -5.4091, 0

250: x, y: -7.27626, 0

251: x, y: -7.45057, 0

252: x, y: -9.34161, 0

253: x, y: -8.02949, 0

254: x, y: -9.46817, 0

255: x, y: -9.78104, 0

256: x, y: -11.4771, 0

257: x, y: -13.243, 0

258: x, y: -12.1832, 0

259: x, y: -10.8711, 0

260: x, y: -9.2738, 0

261: x, y: -7.88449, 0

262: x, y: -6.62585, 0

263: x, y: -5.81237, 0

264: x, y: -4.5268, 0

265: x, y: -2.65964, 0

266: x, y: -2.17579, 0

267: x, y: -0.479696, 0

268: x, y: 1.2164, 0

269: x, y: 2.74849, 0

270: x, y: 4.71174, 0

271: x, y: 3.71174, 0

272: x, y: 5.22116, 0

273: x, y: 3.90904, 0

274: x, y: 5.67494, 0

275: x, y: 6.02224, 0

276: x, y: 7.22587, 0

277: x, y: 5.45997, 0

278: x, y: 5.70371, 0

279: x, y: 5.77351, 0

280: x, y: 4.28722, 0

281: x, y: 5.86324, 0

282: x, y: 5.75857, 0

283: x, y: 4.00933, 0

284: x, y: 5.32145, 0

285: x, y: 5.21678, 0

286: x, y: 3.53943, 0

287: x, y: 4.12418, 0

288: x, y: 5.93679, 0

289: x, y: 7.93649, 0

290: x, y: 6.0571, 0

291: x, y: 7.85469, 0

292: x, y: 9.83007, 0

293: x, y: 11.7211, 0

294: x, y: 13.7184, 0

295: x, y: 15.0039, 0

296: x, y: 16.622, 0

297: x, y: 18.5346, 0

298: x, y: 16.554, 0

299: x, y: 16.6936, 0

300: x, y: 18.5846, 0

301: x, y: 16.9463, 0

302: x, y: 17.823, 0

303: x, y: 18.5722, 0

304: x, y: 18.0884, 0

305: x, y: 16.8298, 0

306: x, y: 15.7699, 0

307: x, y: 14.8003, 0

308: x, y: 16.7322, 0

309: x, y: 15.8242, 0

310: x, y: 17.8093, 0

311: x, y: 18.7173, 0

312: x, y: 17.8093, 0

313: x, y: 16.323, 0

314: x, y: 17.5816, 0

315: x, y: 17.0978, 0

316: x, y: 18.4871, 0

317: x, y: 20.4761, 0

318: x, y: 18.8378, 0

319: x, y: 18.1211, 0

320: x, y: 18.2954, 0

321: x, y: 19.499, 0

322: x, y: 17.5039, 0

323: x, y: 18.5932, 0

324: x, y: 20.4953, 0

325: x, y: 20.4604, 0

326: x, y: 18.5478, 0

327: x, y: 19.6949, 0

328: x, y: 18.9457, 0

329: x, y: 20.695, 0

330: x, y: 19.6649, 0

331: x, y: 18.3528, 0

332: x, y: 16.5552, 0

333: x, y: 18.4346, 0

334: x, y: 20.2166, 0

335: x, y: 20.2864, 0

336: x, y: 22.1774, 0

337: x, y: 20.8134, 0

338: x, y: 19.7833, 0

339: x, y: 20.9017, 0

340: x, y: 22.1054, 0

341: x, y: 20.2927, 0

342: x, y: 20.5365, 0

343: x, y: 22.3341, 0

344: x, y: 24.0833, 0

345: x, y: 22.6446, 0

346: x, y: 21.7994, 0

347: x, y: 19.8675, 0

348: x, y: 17.8675, 0

349: x, y: 19.8481, 0

350: x, y: 21.8332, 0

351: x, y: 20.4949, 0

352: x, y: 22.227, 0

353: x, y: 20.5887, 0

354: x, y: 22.5205, 0

355: x, y: 24.4901, 0

356: x, y: 26.4126, 0

357: x, y: 27.4725, 0

358: x, y: 28.8867, 0

359: x, y: 27.4974, 0

360: x, y: 26.3502, 0

361: x, y: 25.0916, 0

362: x, y: 23.0992, 0

363: x, y: 21.1238, 0

364: x, y: 20.0937, 0

365: x, y: 18.1047, 0

366: x, y: 16.1196, 0

367: x, y: 17.4052, 0

368: x, y: 19.4024, 0

369: x, y: 18.9186, 0

370: x, y: 20.6147, 0

371: x, y: 22.1468, 0

372: x, y: 23.0548, 0

373: x, y: 25.0035, 0

374: x, y: 26.7527, 0

375: x, y: 24.7555, 0

376: x, y: 22.8761, 0

377: x, y: 24.8712, 0

378: x, y: 25.2871, 0

379: x, y: 24.603, 0

380: x, y: 24.7425, 0

381: x, y: 26.1065, 0

382: x, y: 26.8557, 0

383: x, y: 25.0582, 0

384: x, y: 23.2606, 0

385: x, y: 21.2755, 0

386: x, y: 19.2758, 0

387: x, y: 17.9375, 0

388: x, y: 18.3874, 0

389: x, y: 19.7767, 0

390: x, y: 19.8465, 0

391: x, y: 21.3328, 0

392: x, y: 19.3477, 0

393: x, y: 18.2006, 0

394: x, y: 16.2082, 0

395: x, y: 14.6322, 0

396: x, y: 13.1227, 0

397: x, y: 14.4083, 0

398: x, y: 15.5839, 0

399: x, y: 14.3803, 0

400: x, y: 15.2882, 0

401: x, y: 14.539, 0

402: x, y: 13.3919, 0

403: x, y: 14.9679, 0

404: x, y: 15.0377, 0

405: x, y: 13.6484, 0

406: x, y: 12.5012, 0

407: x, y: 14.4033, 0

408: x, y: 15.9354, 0

409: x, y: 16.1445, 0

410: x, y: 14.5685, 0

411: x, y: 16.5438, 0

412: x, y: 17.0615, 0

413: x, y: 16.3447, 0

414: x, y: 14.3475, 0

415: x, y: 15.8338, 0

416: x, y: 17.6609, 0

417: x, y: 17.8004, 0

418: x, y: 17.5913, 0

419: x, y: 18.4681, 0

420: x, y: 17.1559, 0

421: x, y: 18.5702, 0

422: x, y: 19.3194, 0

423: x, y: 19.1799, 0

424: x, y: 19.5272, 0

425: x, y: 21.3247, 0

426: x, y: 23.288, 0

427: x, y: 25.1424, 0

428: x, y: 27.083, 0

429: x, y: 25.2703, 0

430: x, y: 23.6731, 0

431: x, y: 23.7777, 0

432: x, y: 22.4922, 0

433: x, y: 23.6677, 0

434: x, y: 25.3258, 0

435: x, y: 25.6731, 0

436: x, y: 27.6364, 0

437: x, y: 25.7238, 0

438: x, y: 27.4896, 0

439: x, y: 28.2711, 0

440: x, y: 29.7805, 0

441: x, y: 28.0146, 0

442: x, y: 29.7107, 0

443: x, y: 30.3619, 0

444: x, y: 28.3768, 0

445: x, y: 29.3768, 0

446: x, y: 30.3464, 0

447: x, y: 28.3574, 0

448: x, y: 27.4806, 0

449: x, y: 28.0654, 0

450: x, y: 29.7614, 0

451: x, y: 28.0122, 0

452: x, y: 26.1851, 0

453: x, y: 25.0095, 0

454: x, y: 23.212, 0

455: x, y: 23.3166, 0

456: x, y: 24.2556, 0

457: x, y: 25.4592, 0

458: x, y: 23.5682, 0

459: x, y: 21.6194, 0

460: x, y: 22.4962, 0

461: x, y: 24.3983, 0

462: x, y: 25.8846, 0

463: x, y: 25.4007, 0

464: x, y: 23.4986, 0

465: x, y: 23.2203, 0

466: x, y: 23.0808, 0

467: x, y: 21.6665, 0

468: x, y: 20.2279, 0

469: x, y: 22.055, 0

470: x, y: 20.1878, 0

471: x, y: 22.1802, 0

472: x, y: 20.2483, 0

473: x, y: 20.6299, 0

474: x, y: 19.8165, 0

475: x, y: 19.0673, 0

476: x, y: 20.3794, 0

477: x, y: 20.3445, 0

478: x, y: 19.5953, 0

479: x, y: 21.3273, 0

480: x, y: 21.9121, 0

481: x, y: 23.0876, 0

482: x, y: 24.802, 0

483: x, y: 24.6973, 0

484: x, y: 26.3356, 0

485: x, y: 26.1613, 0

486: x, y: 26.1613, 0

487: x, y: 24.1762, 0

488: x, y: 22.1871, 0

489: x, y: 22.8383, 0

490: x, y: 23.0473, 0

491: x, y: 21.1802, 0

492: x, y: 19.1805, 0

493: x, y: 17.5832, 0

494: x, y: 15.5981, 0

495: x, y: 16.7165, 0

496: x, y: 16.9602, 0

497: x, y: 18.0786, 0

498: x, y: 16.1154, 0

499: x, y: 15.6655, 0

500: x, y: 13.6959, 0

501: x, y: 14.7557, 0

502: x, y: 15.7253, 0

503: x, y: 17.4027, 0

504: x, y: 18.4625, 0

505: x, y: 20.0598, 0

506: x, y: 21.5461, 0

507: x, y: 23.4587, 0

508: x, y: 25.0559, 0

509: x, y: 26.9353, 0

510: x, y: 26.4854, 0

511: x, y: 27.0367, 0

512: x, y: 28.126, 0

513: x, y: 29.7643, 0

514: x, y: 29.1131, 0

515: x, y: 30.2887, 0

516: x, y: 30.0104, 0

517: x, y: 29.3263, 0

518: x, y: 31.0756, 0

519: x, y: 29.1268, 0

520: x, y: 29.1617, 0

521: x, y: 31.0638, 0

522: x, y: 30.7855, 0

523: x, y: 31.9891, 0

524: x, y: 30.0765, 0

525: x, y: 29.2951, 0

526: x, y: 29.3997, 0

527: x, y: 27.5726, 0

528: x, y: 29.25, 0

529: x, y: 27.674, 0

530: x, y: 27.674, 0

531: x, y: 25.7334, 0

532: x, y: 27.7185, 0

533: x, y: 28.6881, 0

534: x, y: 27.2254, 0

535: x, y: 28.7797, 0

536: x, y: 26.7991, 0

537: x, y: 28.7915, 0

538: x, y: 30.714, 0

539: x, y: 32.1282, 0

540: x, y: 31.577, 0

541: x, y: 32.8625, 0

542: x, y: 31.0215, 0

543: x, y: 29.8744, 0

544: x, y: 27.882, 0

545: x, y: 29.3447, 0

546: x, y: 29.3098, 0

547: x, y: 27.3611, 0

548: x, y: 26.5158, 0

549: x, y: 28.2479, 0

550: x, y: 29.1246, 0

551: x, y: 31.0809, 0

552: x, y: 32.3665, 0

553: x, y: 34.3616, 0

554: x, y: 33.0495, 0

555: x, y: 31.9602, 0

556: x, y: 33.7578, 0

557: x, y: 31.7578, 0

558: x, y: 33.1965, 0

559: x, y: 32.9527, 0

560: x, y: 31.6941, 0

561: x, y: 33.1328, 0

562: x, y: 31.7186, 0

563: x, y: 30.3293, 0

564: x, y: 28.3974, 0

565: x, y: 26.3977, 0

566: x, y: 25.0337, 0

567: x, y: 24.2523, 0

568: x, y: 22.8136, 0

569: x, y: 20.8285, 0

570: x, y: 22.5428, 0

571: x, y: 20.7157, 0

572: x, y: 22.0797, 0

573: x, y: 20.1572, 0

574: x, y: 21.1873, 0

575: x, y: 21.1873, 0

576: x, y: 22.9016, 0

577: x, y: 23.5856, 0

578: x, y: 25.5419, 0

579: x, y: 23.5529, 0

580: x, y: 22.0902, 0

581: x, y: 21.2767, 0

582: x, y: 20.1296, 0

583: x, y: 19.8858, 0

584: x, y: 21.6678, 0

585: x, y: 23.6084, 0

586: x, y: 22.3498, 0

587: x, y: 23.9471, 0

588: x, y: 23.4972, 0

589: x, y: 22.4079, 0

590: x, y: 22.1988, 0

591: x, y: 21.3221, 0

592: x, y: 23.2853, 0

593: x, y: 24.5167, 0

594: x, y: 25.635, 0

595: x, y: 26.5118, 0

596: x, y: 24.563, 0

597: x, y: 23.199, 0

598: x, y: 25.1623, 0

599: x, y: 25.879, 0

600: x, y: 27.4971, 0

601: x, y: 29.4922, 0

602: x, y: 28.1029, 0

603: x, y: 28.4502, 0

604: x, y: 29.1669, 0

605: x, y: 31.0988, 0

606: x, y: 30.7515, 0

607: x, y: 29.2652, 0

608: x, y: 29.1954, 0

609: x, y: 27.4633, 0

610: x, y: 29.463, 0

611: x, y: 27.9536, 0

612: x, y: 25.9685, 0

613: x, y: 24.3104, 0

614: x, y: 22.6524, 0

615: x, y: 21.5925, 0

616: x, y: 19.6904, 0

617: x, y: 21.0544, 0

618: x, y: 20.3377, 0

619: x, y: 18.6233, 0

620: x, y: 20.5639, 0

621: x, y: 21.7676, 0

622: x, y: 20.4036, 0

623: x, y: 22.3523, 0

624: x, y: 23.9066, 0

625: x, y: 23.5937, 0

626: x, y: 22.7485, 0

627: x, y: 21.8718, 0

628: x, y: 20.7534, 0

629: x, y: 19.1991, 0

630: x, y: 19.0596, 0

631: x, y: 17.9703, 0

632: x, y: 19.3343, 0

633: x, y: 19.1948, 0

634: x, y: 19.9762, 0

635: x, y: 18.1786, 0

636: x, y: 18.8298, 0

637: x, y: 17.0172, 0

638: x, y: 15.15, 0

639: x, y: 15.8667, 0

640: x, y: 17.5628, 0

641: x, y: 16.5628, 0

642: x, y: 18.4422, 0

643: x, y: 17.5342, 0

644: x, y: 18.411, 0

645: x, y: 16.4984, 0

646: x, y: 18.2127, 0

647: x, y: 19.6514, 0

648: x, y: 17.8538, 0

649: x, y: 15.8538, 0

650: x, y: 16.603, 0

651: x, y: 14.6057, 0

652: x, y: 13.0085, 0

653: x, y: 14.8211, 0

654: x, y: 14.4738, 0

655: x, y: 14.4389, 0

656: x, y: 13.7222, 0

657: x, y: 12.6038, 0

658: x, y: 11.7585, 0

659: x, y: 13.5711, 0

660: x, y: 11.5788, 0

661: x, y: 13.4914, 0

662: x, y: 11.5108, 0

663: x, y: 11.1635, 0

664: x, y: 9.2148, 0

665: x, y: 9.45854, 0

666: x, y: 9.42363, 0

667: x, y: 11.138, 0

668: x, y: 9.2708, 0

669: x, y: 11.0029, 0

670: x, y: 9.77153, 0

671: x, y: 9.38991, 0

672: x, y: 8.38991, 0

673: x, y: 7.67318, 0

674: x, y: 9.52755, 0

675: x, y: 9.38803, 0

676: x, y: 9.38803, 0

677: x, y: 10.9853, 0

678: x, y: 8.99018, 0

679: x, y: 7.19259, 0

680: x, y: 8.39622, 0

681: x, y: 10.2983, 0

682: x, y: 9.32871, 0

683: x, y: 8.15314, 0

684: x, y: 9.88519, 0

685: x, y: 9.20115, 0

686: x, y: 8.054, 0

687: x, y: 6.0543, 0

688: x, y: 7.28563, 0

689: x, y: 9.03487, 0

690: x, y: 8.22139, 0

691: x, y: 8.04708, 0

692: x, y: 9.48576, 0

693: x, y: 11.083, 0

694: x, y: 9.24202, 0

695: x, y: 7.25298, 0

696: x, y: 7.53132, 0

697: x, y: 5.70423, 0

698: x, y: 4.5006, 0

699: x, y: 6.44934, 0

700: x, y: 6.6584, 0

701: x, y: 8.25567, 0

702: x, y: 7.0801, 0

703: x, y: 6.14116, 0

704: x, y: 4.21864, 0

705: x, y: 5.27847, 0

706: x, y: 4.465, 0

707: x, y: 2.54248, 0

708: x, y: 3.57255, 0

709: x, y: 3.25968, 0

710: x, y: 5.0417, 0

711: x, y: 6.89606, 0

712: x, y: 8.67808, 0

713: x, y: 6.6793, 0

714: x, y: 4.74744, 0

715: x, y: 4.57313, 0

716: x, y: 4.02186, 0

717: x, y: 4.43768, 0

718: x, y: 2.44255, 0

719: x, y: 0.52003, 0

720: x, y: 2.43264, 0

721: x, y: 4.24526, 0

722: x, y: 6.20851, 0

723: x, y: 8.17813, 0

724: x, y: 10.0052, 0

725: x, y: 8.91594, 0

726: x, y: 8.36466, 0

727: x, y: 6.44214, 0

728: x, y: 8.43453, 0

729: x, y: 8.46943, 0

730: x, y: 6.4889, 0

731: x, y: 5.31333, 0

732: x, y: 3.73731, 0

733: x, y: 2.29863, 0

734: x, y: 2.57697, 0

735: x, y: 2.54207, 0

736: x, y: 4.05149, 0

737: x, y: 2.18433, 0

738: x, y: 0.271717, 0

739: x, y: 0.889751, 0

740: x, y: -0.8423, 0

741: x, y: -1.12065, 0

742: x, y: 0.828094, 0

743: x, y: 1.00241, 0

744: x, y: 2.96566, 0

745: x, y: 3.9046, 0

746: x, y: 4.21747, 0

747: x, y: 2.85347, 0

748: x, y: 0.854693, 0

749: x, y: 2.80343, 0

750: x, y: 1.74359, 0

751: x, y: 0.512272, 0

752: x, y: 2.30986, 0

753: x, y: 2.8946, 0

754: x, y: 1.12871, 0

755: x, y: 1.19851, 0

756: x, y: 1.26831, 0

757: x, y: 2.14505, 0

758: x, y: 1.36359, 0

759: x, y: 3.36237, 0

760: x, y: 2.51713, 0

761: x, y: 0.802797, 0

762: x, y: 2.37882, 0

763: x, y: 0.824526, 0

764: x, y: 0.0430641, 0

765: x, y: -1.34625, 0

766: x, y: -2.92227, 0

767: x, y: -1.02016, 0

768: x, y: -1.5378, 0

769: x, y: 0.384724, 0

770: x, y: -1.61497, 0

771: x, y: -3.02918, 0

772: x, y: -5.00972, 0

773: x, y: -4.52588, 0

774: x, y: -3.21376, 0

775: x, y: -3.10909, 0

776: x, y: -5.10422, 0

777: x, y: -3.11517, 0

778: x, y: -3.56507, 0

779: x, y: -3.77413, 0

780: x, y: -2.68485, 0

781: x, y: -1.27064, 0

782: x, y: -3.25968, 0

783: x, y: -1.27915, 0

784: x, y: -2.21809, 0

785: x, y: -3.33648, 0

786: x, y: -2.27664, 0

787: x, y: -3.30671, 0

788: x, y: -5.03876, 0

789: x, y: -3.40046, 0

790: x, y: -3.08759, 0

791: x, y: -4.45159, 0

792: x, y: -6.10966, 0

793: x, y: -7.47366, 0

794: x, y: -9.47092, 0

795: x, y: -10.5893, 0

796: x, y: -11.9014, 0

797: x, y: -13.0486, 0

798: x, y: -13.5324, 0

799: x, y: -15.1707, 0

800: x, y: -17.0618, 0

801: x, y: -15.1299, 0

802: x, y: -13.7916, 0

803: x, y: -11.9941, 0

804: x, y: -12.3069, 0

805: x, y: -13.7211, 0

806: x, y: -15.4704, 0

807: x, y: -14.1064, 0

808: x, y: -12.8477, 0

809: x, y: -11.3615, 0

810: x, y: -11.9127, 0

811: x, y: -10.0001, 0

812: x, y: -8.4907, 0

813: x, y: -6.63633, 0

814: x, y: -6.32346, 0

815: x, y: -4.79137, 0

816: x, y: -5.44251, 0

817: x, y: -6.75463, 0

818: x, y: -7.84391, 0

819: x, y: -9.35333, 0

820: x, y: -10.7173, 0

821: x, y: -9.90385, 0

822: x, y: -11.9035, 0

823: x, y: -12.3534, 0

824: x, y: -10.6042, 0

825: x, y: -9.11792, 0

826: x, y: -11.0933, 0

827: x, y: -9.137, 0

828: x, y: -11.1221, 0

829: x, y: -9.295, 0

830: x, y: -11.2269, 0

831: x, y: -9.41424, 0

832: x, y: -7.41454, 0

833: x, y: -9.18044, 0

834: x, y: -7.62614, 0

835: x, y: -9.04036, 0

836: x, y: -10.953, 0

837: x, y: -12.685, 0

838: x, y: -13.8606, 0

839: x, y: -15.7016, 0

840: x, y: -13.789, 0

841: x, y: -13.1049, 0

842: x, y: -14.801, 0

843: x, y: -13.1049, 0

844: x, y: -11.9578, 0

845: x, y: -10.4484, 0

846: x, y: -8.7903, 0

847: x, y: -9.96587, 0

848: x, y: -11.6979, 0

849: x, y: -12.4794, 0

850: x, y: -12.0295, 0

851: x, y: -10.1623, 0

852: x, y: -10.1274, 0

853: x, y: -11.7034, 0

854: x, y: -10.2892, 0

855: x, y: -8.55717, 0

856: x, y: -8.69669, 0

857: x, y: -7.07865, 0

858: x, y: -5.18762, 0

859: x, y: -3.70133, 0

860: x, y: -2.41575, 0

861: x, y: -3.53414, 0

862: x, y: -4.11888, 0

863: x, y: -2.63259, 0

864: x, y: -1.24327, 0

865: x, y: -1.86131, 0

866: x, y: 0.13595, 0

867: x, y: -1.84459, 0

868: x, y: -0.506324, 0

869: x, y: -2.45506, 0

870: x, y: -0.614055, 0

871: x, y: 1.37104, 0

872: x, y: 3.36008, 0

873: x, y: 1.72178, 0

874: x, y: 3.67807, 0

875: x, y: 5.64133, 0

876: x, y: 4.20265, 0

877: x, y: 3.45343, 0

878: x, y: 2.08944, 0

879: x, y: 4.01196, 0

880: x, y: 5.58798, 0

881: x, y: 5.44847, 0

882: x, y: 5.58798, 0

883: x, y: 7.18525, 0

884: x, y: 7.28992, 0

885: x, y: 5.78051, 0

886: x, y: 7.21919, 0

887: x, y: 7.46292, 0

888: x, y: 5.78558, 0

889: x, y: 7.5676, 0

890: x, y: 5.92929, 0

891: x, y: 3.94876, 0

892: x, y: 2.53454, 0

893: x, y: 3.01839, 0

894: x, y: 4.55047, 0

895: x, y: 3.3749, 0

896: x, y: 5.36395, 0

897: x, y: 5.67682, 0

898: x, y: 4.23814, 0

899: x, y: 6.23053, 0

900: x, y: 4.37616, 0

901: x, y: 4.8938, 0

902: x, y: 6.42589, 0

903: x, y: 4.57152, 0

904: x, y: 6.4509, 0

905: x, y: 8.02693, 0

906: x, y: 6.71481, 0

907: x, y: 5.90133, 0

908: x, y: 5.11987, 0

909: x, y: 6.65196, 0

910: x, y: 5.21328, 0

911: x, y: 3.28143, 0

912: x, y: 4.74414, 0

913: x, y: 4.81394, 0

914: x, y: 4.81394, 0

915: x, y: 3.42462, 0

916: x, y: 1.96191, 0

917: x, y: 3.94245, 0

918: x, y: 1.94275, 0

919: x, y: 3.72477, 0

920: x, y: 2.57761, 0

921: x, y: 4.57487, 0

922: x, y: 3.92374, 0

923: x, y: 5.28773, 0

924: x, y: 7.25099, 0

925: x, y: 5.26589, 0

926: x, y: 3.55156, 0

927: x, y: 5.24766, 0

928: x, y: 6.42323, 0

929: x, y: 8.35508, 0

930: x, y: 9.26306, 0

931: x, y: 7.68704, 0

932: x, y: 8.91836, 0

933: x, y: 8.1369, 0

934: x, y: 10.0041, 0

935: x, y: 8.10195, 0

936: x, y: 7.28847, 0

937: x, y: 5.40909, 0

938: x, y: 7.3787, 0

939: x, y: 5.40333, 0

940: x, y: 4.75219, 0

941: x, y: 6.37022, 0

942: x, y: 6.57928, 0

943: x, y: 4.60967, 0

944: x, y: 6.28701, 0

945: x, y: 4.84833, 0

946: x, y: 4.70881, 0

947: x, y: 2.94292, 0

948: x, y: 1.79577, 0

949: x, y: 3.15976, 0

950: x, y: 1.52146, 0

951: x, y: 3.09748, 0

952: x, y: 1.70816, 0

953: x, y: 2.45738, 0

954: x, y: 4.44977, 0

955: x, y: 3.83173, 0

956: x, y: 1.99072, 0

957: x, y: 1.11398, 0

958: x, y: -0.826612, 0

959: x, y: 1.12213, 0

960: x, y: 1.01746, 0

961: x, y: -0.945798, 0

962: x, y: -2.90209, 0

963: x, y: -4.04925, 0

964: x, y: -2.39117, 0

965: x, y: -3.48045, 0

966: x, y: -4.68408, 0

967: x, y: -5.36812, 0

968: x, y: -3.81383, 0

969: x, y: -4.1267, 0

970: x, y: -2.37746, 0

971: x, y: -0.498072, 0

972: x, y: -2.29566, 0

973: x, y: -4.13667, 0

974: x, y: -5.90256, 0

975: x, y: -5.65883, 0

976: x, y: -4.59899, 0

977: x, y: -2.7196, 0

978: x, y: -1.0813, 0

979: x, y: -1.18597, 0

980: x, y: -3.04034, 0

981: x, y: -4.63761, 0

982: x, y: -3.12819, 0

983: x, y: -1.27382, 0

984: x, y: -3.25891, 0

985: x, y: -2.67417, 0

986: x, y: -4.20626, 0

987: x, y: -4.791, 0

988: x, y: -6.155, 0

989: x, y: -4.1987, 0

990: x, y: -3.08032, 0

991: x, y: -1.61761, 0

992: x, y: -1.65252, 0

993: x, y: -0.263199, 0

994: x, y: -2.06079, 0

995: x, y: -0.402712, 0

996: x, y: -0.0210944, 0

997: x, y: -0.897837, 0

998: x, y: -2.07341, 0

999: x, y: -0.814766, 0

1000: x, y: -0.230023, 0

1001: x, y: -1.61934, 0

1002: x, y: 0.0580014, 0

1003: x, y: -1.91738, 0

1004: x, y: -0.203041, 0

1005: x, y: -1.89914, 0

1006: x, y: 0.0996448, 0

1007: x, y: 1.00763, 0

1008: x, y: 0.591802, 0

1009: x, y: 1.27584, 0

1010: x, y: 2.27584, 0

1011: x, y: 0.617768, 0

1012: x, y: 2.25607, 0

1013: x, y: 4.15818, 0

1014: x, y: 3.77657, 0

1015: x, y: 4.71551, 0

1016: x, y: 3.45687, 0

1017: x, y: 3.76974, 0

1018: x, y: 5.75483, 0

1019: x, y: 5.61532, 0

1020: x, y: 3.73593, 0

1021: x, y: 1.93834, 0

1022: x, y: 3.88708, 0

1023: x, y: 2.01992, 0

1024: x, y: 0.11781, 0

1025: x, y: -0.298013, 0

1026: x, y: -2.11063, 0

1027: x, y: -1.83228, 0

1028: x, y: -2.31613, 0

1029: x, y: -3.31613, 0

1030: x, y: -4.77883, 0

1031: x, y: -4.88351, 0

1032: x, y: -3.65218, 0

1033: x, y: -5.2282, 0

1034: x, y: -7.2133, 0

1035: x, y: -6.49656, 0

1036: x, y: -6.70562, 0

1037: x, y: -8.45486, 0

1038: x, y: -9.91756, 0

1039: x, y: -9.74325, 0

1040: x, y: -11.7186, 0

1041: x, y: -12.5639, 0

1042: x, y: -11.0096, 0

1043: x, y: -10.1328, 0

1044: x, y: -8.67012, 0

1045: x, y: -10.6689, 0

1046: x, y: -12.5815, 0

1047: x, y: -12.3032, 0

1048: x, y: -10.3141, 0

1049: x, y: -9.50065, 0

1050: x, y: -7.68804, 0

1051: x, y: -8.56478, 0

1052: x, y: -7.2792, 0

1053: x, y: -5.99363, 0

1054: x, y: -4.00124, 0

1055: x, y: -2.13408, 0

1056: x, y: -4.10369, 0

1057: x, y: -4.75483, 0

1058: x, y: -6.50407, 0

1059: x, y: -4.50894, 0

1060: x, y: -2.72693, 0

1061: x, y: -0.899838, 0

1062: x, y: -2.07541, 0

1063: x, y: -0.112154, 0

1064: x, y: 0.37169, 0

1065: x, y: -1.37755, 0

1066: x, y: -3.34716, 0

1067: x, y: -1.43456, 0

1068: x, y: 0.261541, 0

1069: x, y: 2.25393, 0

1070: x, y: 0.399563, 0

1071: x, y: -1.54103, 0

1072: x, y: 0.208211, 0

1073: x, y: 0.52108, 0

1074: x, y: -1.43522, 0

1075: x, y: -2.11926, 0

1076: x, y: -3.50857, 0

1077: x, y: -1.5332, 0

1078: x, y: -2.84531, 0

1079: x, y: -1.55974, 0

1080: x, y: -2.30895, 0

1081: x, y: -4.23148, 0

1082: x, y: -6.05857, 0

1083: x, y: -4.29267, 0

1084: x, y: -4.91071, 0

1085: x, y: -5.99998, 0

1086: x, y: -6.24372, 0

1087: x, y: -4.26835, 0

1088: x, y: -2.44125, 0

1089: x, y: -4.17331, 0

1090: x, y: -2.36069, 0

1091: x, y: -0.806398, 0

1092: x, y: -2.50249, 0

1093: x, y: -1.53287, 0

1094: x, y: 0.423421, 0

1095: x, y: -1.48919, 0

1096: x, y: -3.48919, 0

1097: x, y: -3.38452, 0

1098: x, y: -4.5029, 0

1099: x, y: -6.49529, 0

1100: x, y: -7.78087, 0

1101: x, y: -5.78574, 0

1102: x, y: -5.1346, 0

1103: x, y: -4.41787, 0

1104: x, y: -2.86358, 0

1105: x, y: -4.27779, 0

1106: x, y: -4.20799, 0

1107: x, y: -2.2156, 0

1108: x, y: -1.01197, 0

1109: x, y: -2.37597, 0

1110: x, y: -0.737663, 0

1111: x, y: -0.220025, 0

